id,source,start_t,end_t,p_ratio
16056,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,94.0,95.0,0.0
16057,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,95.0,96.0,0.0
16058,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,96.0,97.0,0.0
16059,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,97.0,98.0,0.0
16060,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,98.0,99.0,0.0
16061,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,99.0,100.0,0.0
16062,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,100.0,101.0,0.95
16063,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,101.0,102.0,0.0
16064,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,102.0,103.0,0.0
16065,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,103.0,104.0,0.0
16066,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,104.0,105.0,0.0
16067,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,105.0,106.0,0.0
16068,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,106.0,107.0,0.0
16069,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,107.0,108.0,0.0
16070,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,108.0,109.0,0.0
16071,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,109.0,110.0,0.0
16072,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,110.0,111.0,0.0
16073,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,111.0,112.0,0.0
16074,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,112.0,113.0,0.0
16075,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,113.0,114.0,0.0
16076,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,114.0,115.0,0.0
16077,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,115.0,116.0,0.02
16078,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,116.0,117.0,1.0
16079,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,117.0,118.0,1.0
16080,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,118.0,119.0,1.0
16081,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,119.0,120.0,1.0
16082,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,120.0,121.0,1.0
16083,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,121.0,122.0,1.0
16084,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,122.0,123.0,0.55
16085,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,123.0,124.0,0.0
16086,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,124.0,125.0,0.0
16087,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,125.0,126.0,0.0
16088,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,126.0,127.0,0.0
16089,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,127.0,128.0,0.0
16090,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,128.0,129.0,0.0
16091,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,129.0,130.0,0.0
16092,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,130.0,131.0,0.0
16093,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,131.0,132.0,0.0
16094,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,132.0,133.0,0.0
16095,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,133.0,134.0,0.0
16096,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,134.0,135.0,0.0
16097,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,135.0,136.0,0.0
16098,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,136.0,137.0,0.0
16099,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,137.0,138.0,0.0
16100,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,138.0,139.0,0.0
16101,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,139.0,140.0,0.0
16102,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,140.0,141.0,0.0
16103,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,141.0,142.0,0.0
16104,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,142.0,143.0,0.0
16105,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,143.0,144.0,0.0
16106,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,144.0,145.0,0.0
16107,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,145.0,146.0,0.0
16108,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,146.0,147.0,0.99
16109,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,147.0,148.0,1.0
16110,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,148.0,149.0,0.0
16111,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,149.0,150.0,0.0
16112,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,150.0,151.0,0.0
16113,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,151.0,152.0,0.0
16114,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,152.0,153.0,0.0
16115,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,153.0,154.0,0.0
16116,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,154.0,155.0,0.0
16117,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,155.0,156.0,0.0
16118,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,156.0,157.0,0.0
16119,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,157.0,158.0,0.0
16120,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,158.0,159.0,0.0
16121,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,159.0,160.0,0.0
16122,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,160.0,161.0,0.0
16123,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,161.0,162.0,0.44
16124,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,162.0,163.0,1.0
16125,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,163.0,164.0,0.03
16126,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,164.0,165.0,0.0
16127,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,165.0,166.0,0.0
16128,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,166.0,167.0,0.0
16129,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,167.0,168.0,0.0
16130,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,168.0,169.0,0.0
16131,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,169.0,170.0,0.0
16132,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,170.0,171.0,0.0
16133,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,171.0,172.0,0.0
16134,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,172.0,173.0,0.0
16135,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,173.0,174.0,0.0
16136,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,174.0,175.0,0.0
16137,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,175.0,176.0,0.0
16138,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,176.0,177.0,0.0
16139,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,177.0,178.0,0.0
16140,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,178.0,179.0,0.0
16141,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,179.0,180.0,0.0
16142,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,180.0,181.0,0.0
16143,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,181.0,182.0,0.0
16144,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,182.0,183.0,0.0
16145,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,183.0,184.0,0.0
16146,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,184.0,185.0,0.0
16147,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,185.0,186.0,0.0
16148,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,186.0,187.0,0.0
16149,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,187.0,188.0,0.38
16150,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,188.0,189.0,1.0
16151,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,189.0,190.0,1.0
16152,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,190.0,191.0,1.0
16153,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,191.0,192.0,1.0
16154,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,192.0,193.0,1.0
16155,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,193.0,194.0,1.0
16156,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,194.0,195.0,1.0
16157,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,195.0,196.0,1.0
16158,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,196.0,197.0,1.0
16159,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,197.0,198.0,1.0
16160,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,198.0,199.0,1.0
16161,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,199.0,200.0,1.0
16162,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,200.0,201.0,1.0
16163,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,201.0,202.0,1.0
16164,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,202.0,203.0,0.43
16165,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,203.0,204.0,0.0
16166,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,204.0,205.0,0.0
16167,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,205.0,206.0,0.0
16168,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,206.0,207.0,0.0
16169,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,207.0,208.0,0.0
16170,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,208.0,209.0,0.0
16171,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,209.0,210.0,0.0
16172,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,210.0,211.0,0.0
16173,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,211.0,212.0,0.0
16174,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,212.0,213.0,0.54
16175,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,213.0,214.0,1.0
16176,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,214.0,215.0,1.0
16177,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,215.0,216.0,1.0
16178,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,216.0,217.0,0.53
16179,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,217.0,218.0,0.0
16180,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,218.0,219.0,0.99
16181,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,219.0,220.0,1.0
16182,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,220.0,221.0,1.0
16183,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,221.0,222.0,1.0
16184,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,222.0,223.0,1.0
16185,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,223.0,224.0,0.47
16186,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,224.0,225.0,0.0
16187,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,225.0,226.0,0.0
16188,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,226.0,227.0,0.0
16189,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,227.0,228.0,0.0
16190,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,228.0,229.0,0.0
16191,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,229.0,230.0,0.0
16192,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,230.0,231.0,0.0
16193,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,231.0,232.0,0.0
16194,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,232.0,233.0,0.0
16195,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,233.0,234.0,0.0
16196,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,234.0,235.0,0.0
16197,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,235.0,236.0,0.0
16198,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,236.0,237.0,0.0
16199,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,237.0,238.0,0.0
16200,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,238.0,239.0,0.0
16201,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,239.0,240.0,0.0
16202,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,240.0,241.0,0.0
16203,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,241.0,242.0,0.0
16204,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,242.0,243.0,0.0
16205,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,243.0,244.0,0.0
16206,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,244.0,245.0,0.0
16207,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,245.0,246.0,0.0
16208,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,246.0,247.0,0.0
16209,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,247.0,248.0,0.0
16210,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,248.0,249.0,0.0
16211,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,249.0,250.0,0.0
16212,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,250.0,251.0,0.0
16213,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,251.0,252.0,0.0
16214,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,252.0,253.0,0.0
16215,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,253.0,254.0,0.0
16216,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,254.0,255.0,0.0
16217,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,255.0,256.0,0.0
16218,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,256.0,257.0,0.0
16219,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,257.0,258.0,0.0
16220,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,258.0,259.0,0.0
16221,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,259.0,260.0,0.0
16222,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,260.0,261.0,0.0
16223,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,261.0,262.0,0.0
16224,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,262.0,263.0,0.0
16225,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,263.0,264.0,0.0
16226,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,264.0,265.0,0.0
16227,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,265.0,266.0,0.0
16228,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,266.0,267.0,0.0
16229,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,267.0,268.0,0.0
16230,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,268.0,269.0,0.02
16231,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,269.0,270.0,1.0
16232,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,270.0,271.0,1.0
16233,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,271.0,272.0,1.0
16234,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,272.0,273.0,1.0
16235,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,273.0,274.0,1.0
16236,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,274.0,275.0,1.0
16237,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,275.0,276.0,1.0
16238,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,276.0,277.0,1.0
16239,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,277.0,278.0,1.0
16240,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,278.0,279.0,1.0
16241,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,279.0,280.0,1.0
16242,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,280.0,281.0,1.0
16243,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,281.0,282.0,1.0
16244,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,282.0,283.0,1.0
16245,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,283.0,284.0,1.0
16246,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,284.0,285.0,1.0
16247,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,285.0,286.0,0.98
16248,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,286.0,287.0,0.0
16249,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,287.0,288.0,0.0
16250,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,288.0,289.0,0.0
16251,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,289.0,290.0,0.0
16252,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,290.0,291.0,0.0
16253,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,291.0,292.0,0.03
16254,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,292.0,293.0,1.0
16255,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,293.0,294.0,1.0
16256,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,294.0,295.0,1.0
16257,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,295.0,296.0,1.0
16258,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,296.0,297.0,1.0
16259,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,297.0,298.0,0.54
16260,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,298.0,299.0,0.0
16261,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,299.0,300.0,0.0
16262,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,300.0,301.0,0.0
16263,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,301.0,302.0,0.0
16264,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,302.0,303.0,0.0
16265,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,303.0,304.0,0.0
16266,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,304.0,305.0,0.0
16267,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,305.0,306.0,0.0
16268,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,306.0,307.0,0.0
16269,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,307.0,308.0,0.0
16270,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,308.0,309.0,0.0
16271,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,309.0,310.0,0.0
16272,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,310.0,311.0,0.5
16273,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,311.0,312.0,1.0
16274,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,312.0,313.0,1.0
16275,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,313.0,314.0,1.0
16276,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,314.0,315.0,1.0
16277,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,315.0,316.0,1.0
16278,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,316.0,317.0,1.0
16279,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,317.0,318.0,1.0
16280,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,318.0,319.0,1.0
16281,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,319.0,320.0,1.0
16282,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,320.0,321.0,1.0
16283,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,321.0,322.0,1.0
16284,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,322.0,323.0,1.0
16285,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,323.0,324.0,1.0
16286,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,324.0,325.0,1.0
16287,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,325.0,326.0,0.01
16288,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,326.0,327.0,0.0
16289,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,327.0,328.0,0.0
16290,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,328.0,329.0,0.0
16291,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,329.0,330.0,0.0
16292,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,330.0,331.0,0.0
16293,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,331.0,332.0,0.0
16294,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,332.0,333.0,0.0
16295,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,333.0,334.0,0.0
16296,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,334.0,335.0,0.0
16297,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,335.0,336.0,0.0
16298,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,336.0,337.0,0.0
16299,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,337.0,338.0,0.0
16300,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,338.0,339.0,0.0
16301,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,339.0,340.0,0.0
16302,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,340.0,341.0,0.0
16303,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,341.0,342.0,0.0
16304,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,342.0,343.0,0.0
16305,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,343.0,344.0,0.0
16306,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,344.0,345.0,0.0
16307,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,345.0,346.0,0.0
16308,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,346.0,347.0,0.0
16309,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,347.0,348.0,0.0
16310,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,348.0,349.0,0.0
16311,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,349.0,350.0,0.0
16312,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,350.0,351.0,0.0
16313,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,351.0,352.0,0.0
16314,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,352.0,353.0,0.0
16315,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,353.0,354.0,0.0
16316,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,354.0,355.0,0.0
16317,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,355.0,356.0,0.0
16318,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,356.0,357.0,0.0
16319,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,357.0,358.0,0.0
16320,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,358.0,359.0,0.0
16321,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,359.0,360.0,0.0
16322,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,360.0,361.0,0.0
16323,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,361.0,362.0,0.0
16324,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,362.0,363.0,0.0
16325,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,363.0,364.0,0.0
16326,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,364.0,365.0,0.0
16327,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,365.0,366.0,0.0
16328,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,366.0,367.0,0.0
16329,Hive3_12_07_2017_NO_QueenBee_H3_audio___15_20_00.wav,367.0,368.0,0.5
